7,28.65,,,,1.945910149,3.355153443
7,28.7,,,,1.945910149,3.356897123
7,28.65,,,,1.945910149,3.355153443
7,18.35,,,,1.945910149,2.909629575
7,18.5,,,,1.945910149,2.917770732
7,18.4,,,,1.945910149,2.912350665
7,28.85,,,,1.945910149,3.362109993
7,28.65,,,,1.945910149,3.355153443
7,29.4,,,,1.945910149,3.380994674
7,18.95,,,,1.945910149,2.941803932
7,38.95,,,,1.945910149,3.662278772
7,28.9,,,,1.945910149,3.363841595
7,28.65,,,,1.945910149,3.355153443
7,18.25,,,,1.945910149,2.90416508
7,28.85,,,,1.945910149,3.362109993
7,18.85,,,,1.945910149,2.936512914
7,28.85,,,,1.945910149,3.362109993
,,,,,,
1,,29.275,,,,
2,,28.775,,,0.062218709,
3,,28.6,,,,
4,,28.875,,,,
5,,28.525,,,,
6,,28.6,,,,
7,,28.65,,,,
